"Authors","Author full names","Author(s) ID",Title,"Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract",Keywords,"Publisher","Language of Original Document","Document Type","Publication Stage","Open Access","Source","EID"
"Wu J.; Huang X.; Zhu H.; He C.","Wu, Jiang (57153290000); Huang, Xiao (57204635114); Zhu, Hou (56359276400); He, Chaocheng (57214194135)","57153290000; 57204635114; 56359276400; 57214194135","The Simulation Methods in Library and Information Science: Method, Application and Future Directions; [图情学科中的仿真模拟：方法、应用现状与展望]","2022","Documentation, Information and Knowledge","39","2","","109","121","12","0","10.13366/j.dik.2022.02.109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179739752&doi=10.13366%2fj.dik.2022.02.109&partnerID=40&md5=a9e4ae6f138183872e72e6082542ef33","[Purpose/Significance] The application of simulation methods will be of great significance to the solution of various complex problems in the subject of graphics and information in the discipline of Library and Information Science. It is necessary to summarize the present status and future prospects of simulation methods applied in this discipline. [Design/Methodology] Taking relevant literatures of domestic and foreign journals as the research object, the research progress of simulation methods applied in the discipline of library and information was reviewed and analyzed with a systematic method. [Findings/Conclusion]The conditions and characteristics of simulation methods applied in Library and Information Science,such as multi-agent simulation, system dynamics, complex networks, and cellular automata, was summarized and analyzed comparatively with the traditional methods.Application status of these methods in the fields of information dissemination and network public opinion, knowledge management, scientific evaluation, and competitive intelligence was outlined.The idea of in-depth and wide application of the simulation method in this discipline with the development of big data and metaverse technologies was put forwarded. [Originality/Value] Through systematically summarisionof the existing research on the application of simulation methods in the discipline of Library and Information Science, the direction of future research was clarified combined with new scenarios in the new era, which has certain reference value for researchers. © 2022 Editorial Office of Documentation, Information and Knowledge. All rights reserved.","Data driven; Library and Information Science; Metaverse; Multi-agent; Simulation; System dynamics","Editorial Office of Documentation, Information and Knowledge","Chinese","Article","Final","","Scopus","2-s2.0-85179739752"
"Macario G.","Macario, Giuseppe (59006832600)","59006832600","AI-Enabled Unmanned Agents for Real-Time 3D Scene Analysis in Military Operations","2024","Advances in Artificial Intelligence and Machine Learning","4","4","170","2927","2949","22","0","10.54364/AAIML.2024.44170","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214440086&doi=10.54364%2fAAIML.2024.44170&partnerID=40&md5=d871465f40e3db3a8534539741ab844f","This paper presents an innovative system for dynamic 3D scene perception tailored for battlefield environments, leveraging unmanned intelligent agents equipped with binocular vision and inertial measurement units (IMUs). The system processes binocular video streams and IMU data to deploy advanced deep learning techniques, including instance segmentation and dense optical flow prediction, facilitated by a specially curated target dataset. The integration of a ResNet101+FPN backbone for model training results in a combat unit type recognition accuracy of 91.8%, a mean Intersection over Union (mIoU) of 0.808, and a mean Average Precision (mAP) of 0.606. A dynamic scene localization and perception module utilizes these deep learning outputs to refine pose estimations and enhance localization accuracy by overcoming environmental complexities and motion-induced errors, typically associated with SLAM methodologies. Application tests conducted within a simulated battlefield metaverse environment demonstrate a 44.2% improvement in self-localization accuracy over traditional ORB-SLAM2 Stereo methods. The system efficiently tracks and annotates dynamic and static battlefield ele-ments, continuously updating global maps with precise data on agent poses and target move-ments. This work not only addresses the dynamic complexity and potential information loss in battlefield scenarios but also lays a foundational framework for future enhancements in network capabilities and environment reconstruction methodologies. Future developments will focus on precise identification of combat unit models, multi-agent collaboration, and the application of 3D scene perception to advance real-time decision-making and tactical planning in joint combat scenarios. This approach holds significant potential for enriching the battlefield metaverse, fostering deep human-machine interaction, and guiding practical military applications. © 2024 Giuseppe Macario.","3D Reconstruction; Artificial Intelligence; Image Segmentation; Machine Learning; Metaverse; Military Technology; Motion Tracking; Optical Flow; Robotics; Virtual Reality","Shimur Publications","English","Article","Final","","Scopus","2-s2.0-85214440086"
"Li H.; Huang Y.; Wang R.; Dong M.","Li, Hanyi (59240153200); Huang, Yang (55546718300); Wang, Runhe (59240065500); Dong, Miaomiao (58953493900)","59240153200; 55546718300; 59240065500; 58953493900","Dynamic Resource Scheduling for Air-Ground Collaborative Communication: A Hierarchical Multi-Agent Method for Metaverse","2024","20th International Wireless Communications and Mobile Computing Conference, IWCMC 2024","","","","490","495","5","0","10.1109/IWCMC61514.2024.10592595","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199995271&doi=10.1109%2fIWCMC61514.2024.10592595&partnerID=40&md5=29246fe813201875acfc9344605bb2a2","With the rapid advancement of 5 G communication and the Internet of Things (IoT), unmanned aerial vehicles (UAVs) has shown its potential to play a pivotal role as aerial base stations within the evolving landscape of future wireless networks and edge computing systems. However, in such UAV-assisted communication networks, the complexity of multi-agent scenarios creates challenges due to the problem of learning and decision-making in complex tasks. To address this issue, we propose a novel algorithm that optimizes UAV trajectory planning and autonomous clustering of user equipment (UE) for communication. The proposed algorithm leverages hierarchical reinforcement learning and multi-agent cognitive consistency to improve UE communication decisions in interference-prone environments. Simulation results confirm the convergence of the proposed algorithm and reveal special strength in coordinating spectrum utilization in complex air-ground environments.  © 2024 IEEE.","graph convolutional networks; hierarchical reinforcement learning; multi-agent; relay communication; spectrum allocation; unmanned aerial vehicle (UAV)","Institute of Electrical and Electronics Engineers Inc.","English","Conference paper","Final","","Scopus","2-s2.0-85199995271"
"Kang J.; Zhong Y.; Xu M.; Nie J.; Wen J.; Du H.; Ye D.; Huang X.; Niyato D.; Xie S.","Kang, Jiawen (55960988400); Zhong, Yue (58577385400); Xu, Minrui (57221948855); Nie, Jiangtian (57197710559); Wen, Jinbo (58171913600); Du, Hongyang (57211884589); Ye, Dongdong (57190404550); Huang, Xumin (56780705800); Niyato, Dusit (8919714700); Xie, Shengli (7401936935)","55960988400; 58577385400; 57221948855; 57197710559; 58171913600; 57211884589; 57190404550; 56780705800; 8919714700; 7401936935","Tiny Multiagent DRL for Twins Migration in UAV Metaverses: A Multileader Multifollower Stackelberg Game Approach","2024","IEEE Internet of Things Journal","11","12","","21021","21036","15","23","10.1109/JIOT.2024.3360183","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184340064&doi=10.1109%2fJIOT.2024.3360183&partnerID=40&md5=a5cd8d6075023e5da28f45f4d8aa538f","The synergy between unmanned aerial vehicles (UAVs) and metaverses is giving rise to an emerging paradigm named UAV metaverses, which create a unified ecosystem that blends physical and virtual spaces, transforming drone interaction and virtual exploration. UAV twins (UTs), as the digital twins of UAVs that revolutionize UAV applications by making them more immersive, realistic, and informative, are deployed and updated on ground base stations, e.g., roadside units (RSUs), to offer metaverse services for UAV metaverse users (UMUs). Due to the dynamic mobility of UAVs and limited communication coverages of RSUs, it is essential to perform real-time UT migration to ensure seamless immersive experiences for UMUs. However, selecting appropriate RSUs and optimizing the required bandwidth is challenging for achieving reliable and efficient UT migration. To address the challenges, we propose a tiny machine learning-based Stackelberg game framework based on pruning techniques for efficient UT migration in UAV metaverses. Specifically, we formulate a multileader multifollower Stackelberg model considering a new immersion metric of UMUs in the utilities of UAVs. Then, we design a Tiny multiagent deep reinforcement learning (Tiny MADRL) algorithm to obtain the tiny networks representing the optimal game solution. Specifically, the actor-critic network leverages the pruning techniques to reduce the number of network parameters and achieve model size and computation reduction, allowing for efficient implementation of Tiny MADRL. Numerical results demonstrate that our proposed schemes have better performance than traditional schemes.  © 2014 IEEE.","Metaverses; multiagent deep reinforcement learning; pruning techniques; Stackelberg game; UAV twins (UTs)","Institute of Electrical and Electronics Engineers Inc.","English","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85184340064"
"Moudoud H.; El Houda Z.A.; Brik B.","Moudoud, Hajar (57212084458); El Houda, Zakaria Abou (23479147800); Brik, Bouziane (55490670200)","57212084458; 23479147800; 55490670200","Securing the Metaverse: The Intersection of ML-Based Oracles and Blockchain Technology","2024","2024 2nd International Conference on Intelligent Metaverse Technologies and Applications, iMETA 2024","","","","238","245","7","1","10.1109/iMETA62882.2024.10807869","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215967177&doi=10.1109%2fiMETA62882.2024.10807869&partnerID=40&md5=86be8ce35b99e3ca9513cde5c7286c4e","The integration of blockchain and machine learning (ML) in decentralized systems has revolutionized the operational potential of smart contracts, especially in dynamic and interactive environments such as the metaverse. Smart contracts leverage blockchain technology to enable secure, decentralized, and transparent automation of agreements without intermediaries. However, their reliability often depends on external data sources, known as blockchain oracles, which are prone to tampering and manipulation due to their operation outside the blockchain. To address these vulnerabilities, we propose a novel architecture, MARL-RSS (Multi-Agent Reinforcement Learning with Ring Signature Scheme), designed to enhance blockchain security and ensure the trustworthiness of oracle networks. MARL-RSS integrates Multi-Agent Reinforcement Learning techniques to dynamically detect and isolate malicious oracles, ensuring data integrity and system resilience. Furthermore, the integration of a Ring Signature Scheme (RSS) guarantees oracle anonymity and authenticity, enabling secure data sharing while preserving privacy. Experimental results demonstrate the effectiveness of MARL- RSS in detecting malicious oracles with high accuracy while maintaining low false positive rates. The RSS mechanism introduces minimal overhead while ensuring privacy and authenticity. MARL- RSS provides a scalable and secure foundation for decentralized systems, enabling efficient and trustworthy operations in blockchain-based applications, including the metaverse. © 2024 IEEE.","Blockchain; Machine learning; MARL; Metaverse; Oracle; Security","Institute of Electrical and Electronics Engineers Inc.","English","Conference paper","Final","","Scopus","2-s2.0-85215967177"
"Kang J.; Luo X.; Nie J.; Wu T.; Zhou H.; Wang Y.; Niyato D.; Mao S.; Xie S.","Kang, Jiawen (55960988400); Luo, Xiaofeng (58619567000); Nie, Jiangtian (57197710559); Wu, Tianhao (58546388300); Zhou, Haibo (55985985900); Wang, Yonghua (55734047900); Niyato, Dusit (8919714700); Mao, Shiwen (57201755539); Xie, Shengli (7401936935)","55960988400; 58619567000; 57197710559; 58546388300; 55985985900; 55734047900; 8919714700; 57201755539; 7401936935","Blockchain-Based Pseudonym Management for Vehicle Twin Migrations in Vehicular Edge Metaverse","2024","IEEE Internet of Things Journal","11","21","","34254","34269","15","10","10.1109/JIOT.2024.3404559","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194050207&doi=10.1109%2fJIOT.2024.3404559&partnerID=40&md5=a56b8f7307b77be5971084eb55d02663","Driven by the great advances in metaverse and edge computing technologies, vehicular edge metaverses are expected to disrupt the current paradigm of intelligent transportation systems. As highly computerized avatars of vehicular metaverse users (VMUs), the vehicle twins (VTs) deployed in edge servers can provide valuable metaverse services to improve driving safety and on-board satisfaction for their VMUs throughout journeys. To maintain uninterrupted metaverse experiences, VTs must be migrated among edge servers following the movements of vehicles. This can raise concerns about privacy breaches during the dynamic communications among vehicular edge metaverses. To address these concerns and safeguard location privacy, pseudonyms as temporary identifiers can be leveraged by both VMUs and VTs to realize anonymous communications in the physical space and virtual spaces. However, existing pseudonym management methods fall short in meeting the extensive pseudonym demands in vehicular edge metaverses, thus dramatically diminishing the performance of privacy preservation. To this end, we present a cross-metaverse empowered dual pseudonym management framework. We utilize cross-chain technology to enhance management efficiency and data security for pseudonyms. Furthermore, we propose a metric to assess the privacy level and employ a multiagent deep reinforcement learning (MADRL) approach to obtain an optimal pseudonym generating strategy. Numerical results demonstrate that our proposed schemes are high-efficiency and cost-effective, showcasing their promising applications in vehicular edge metaverses.  © 2024 IEEE.","Cross-chain; deep reinforcement learning; pseudonym management; twin migration; vehicular metaverse","Institute of Electrical and Electronics Engineers Inc.","English","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85194050207"
"Wang R.; Huang Y.","Wang, Runhe (59240065500); Huang, Yang (55546718300)","59240065500; 55546718300","Environmental Cognition-Driven Hierarchical Decision-Making for Air-Ground Collaborative Communication","2024","International Conference on Communications in China, ICCC Workshops 2024","","","","464","469","5","2","10.1109/ICCCWorkshops62562.2024.10693816","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207640610&doi=10.1109%2fICCCWorkshops62562.2024.10693816&partnerID=40&md5=c10d4eb53c2060877934284762d8cf1e","The unparalleled communication and sensing capabilities of the 6th generation (6G) networks can fulfill the diverse requirements of emerging scenarios like the metaverse. However, several issues such as queue transmission between numerous heterogeneous nodes and difficulties in understanding complex and dynamic environments from high-level cognition urgently need to be addressed. In response, this paper proposes an environmental cognition-driven method based on graph convolutional networks (GCNs), which comprehensively considers node positions, task queues, and frequency conflicts, then optimizing node clustering to cope with complex and dynamic electromagnetic environments. In the meanwhile, to overcome the limitations of conventional reinforcement learning (RL) methods in addressing the increasing complexities of multi-task and multi-granularity decision-making, a hierarchical reinforcement learning (HRL) method based on the actor-critic (AC) framework is proposed to quick decision-making for air-ground collaborative communication. Numerical results demonstrate that the proposed environmental cognition-driven hierarchical decision-making method can reduce redundant interactions among nodes and improve the transmission rate.  © 2024 IEEE.","air-ground collaborative communication; environmental cognition-driven; graph convolutional network; hierarchical reinforcement learning; multi-agent spectrum allocation","Institute of Electrical and Electronics Engineers Inc.","English","Conference paper","Final","","Scopus","2-s2.0-85207640610"
"Lăzăroiu G.; Gedeon T.; Valaskova K.; Vrbka J.; Šuleř P.; Zvarikova K.; Kramarova K.; Rowland Z.; Stehel V.; Gajanova L.; Horák J.; Grupac M.; Caha Z.; Blazek R.; Kovalova E.; Nagy M.","Lăzăroiu, George (55877639100); Gedeon, Tom (24400830200); Valaskova, Katarina (56925561400); Vrbka, Jaromír (57190396456); Šuleř, Petr (57210284701); Zvarikova, Katarina (56027648900); Kramarova, Katarina (57076714400); Rowland, Zuzana (57190389197); Stehel, Vojtěch (57190392101); Gajanova, Lubica (57203015019); Horák, Jakub (58558460700); Grupac, Marian (57204708881); Caha, Zdeněk (6602359149); Blazek, Roman (57613597200); Kovalova, Erika (59005651900); Nagy, Marek (57849721300)","55877639100; 24400830200; 56925561400; 57190396456; 57210284701; 56027648900; 57076714400; 57190389197; 57190392101; 57203015019; 58558460700; 57204708881; 6602359149; 57613597200; 59005651900; 57849721300","Cognitive digital twin-based Internet of Robotic Things, multi-sensory extended reality and simulation modeling technologies, and generative artificial intelligence and cyber–physical manufacturing systems in the immersive industrial metaverse","2024","Equilibrium. Quarterly Journal of Economics and Economic Policy","19","3","","719","748","29","9","10.24136/eq.3131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205958936&doi=10.24136%2feq.3131&partnerID=40&md5=18586ac31bc9a2614d6ae62a3be1aa07","Research background:Connected Internet of Robotic Things (IoRT) and cyber-physical process monitoring systems, industrial big data and real-time event analytics, and machine and deep learning algorithms articulate digital twin smart factories in relation to deep learning-assisted smart process planning, Internet of Things (IoT)-based real-time production logistics, and enterprise resource coordination. Robotic cooperative behaviors and 3D assembly operations in collaborative industrial environments require ambient environment monitoring and geospatial simulation tools, computer vision and spatial mapping algorithms, and generative artificial intelligence (AI) planning software. Flexible industrial and cloud computing environments necessitate sensing and actuation capabilities, cognitive data visualization and sensor fusion tools, and image recognition and computer vision technologies so as to lead to tangible business outcomes. Purpose of the article: We show that generative AI and cyber–physical manufacturing sys-tems, fog and edge computing tools, and task scheduling and computer vision algorithms are instrumental in the interactive economics of industrial metaverse. Generative AI-based digital twin industrial metaverse develops on IoRT and production management systems, multi-sensory extended reality and simulation modeling technologies, and machine and deep learning algorithms for big data-driven decision-making and image recognition processes. Virtual simulation modeling and deep reinforcement learning tools, autonomous manufacturing and virtual equipment systems, and deep learning-based object detection and spatial computing technologies can be leveraged in networked immersive environments for industrial big data processing. Methods: Evidence appraisal checklists and citation management software deployed for justifying inclusion or exclusion reasons and data collection and analysis comprise: Abstrackr, Colandr, Covidence, EPPI Reviewer, JBI-SUMARI, Rayyan, RobotReviewer, SR Accelerator, and Systematic Review Toolbox. Findings & value added: Modal actuators and sensors, robot trajectory planning and computational intelligence tools, and generative AI and cyber–physical manufacturing systems enable scalable data computation processes in smart virtual environments. Ambient intelligence and remote big data management tools, cloud-based robotic cooperation and industrial cyber-physical systems, and environment mapping and spatial computing algorithms improve IoT-based real-time production logistics and cooperative multi-agent controls in smart networked factories. Context recognition and data acquisition tools, generative AI and cyber– physical manufacturing systems, and deep and machine learning algorithms shape smart factories in relation to virtual path lines, collision-free motion planning, and coordinated and unpredictable smart manufacturing and robotic perception tasks, increasing economic per-formance. This collective writing cumulates and debates upon the most recent and relevant literature on cognitive digital twin-based Internet of Robotic Things, multi-sensory extended reality and simulation modeling technologies, and generative AI and cyber–physical manufacturing systems in the immersive industrial metaverse by use of evidence appraisal checklists and citation management software. © Instytut Badań Gospodarczych.","cognitive digital twin; cyber–physical manufacturing system; extended reality; generative artificial intelligence; immersive industrial metaverse; Internet of Robotic Things; sensor; simulation modeling","Institute of Economic Research","English","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85205958936"
"Ye Y.; Wang H.; Liu C.H.; Dai Z.; Li G.; Wang G.; Tang J.","Ye, Yuxiao (57776200300); Wang, Hao (59451461500); Liu, Chi Harold (24474558500); Dai, Zipeng (57217028271); Li, Guozheng (57196149279); Wang, Guoren (8593737100); Tang, Jian (57224314823)","57776200300; 59451461500; 24474558500; 57217028271; 57196149279; 8593737100; 57224314823","QoI-Aware Mobile Crowdsensing for Metaverse by Multi-Agent Deep Reinforcement Learning","2024","IEEE Journal on Selected Areas in Communications","42","3","10368089","783","798","15","12","10.1109/JSAC.2023.3345395","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182376900&doi=10.1109%2fJSAC.2023.3345395&partnerID=40&md5=268961113075cfe13412901e5cef214d","Metaverse is expected to provide mobile users with emerging applications both in regular situation like intelligent transportation services and in emergencies like wireless search and disaster response. These applications are usually associated with stringent quality-of-information (QoI) requirements like throughput and age-of-information (AoI), which can be further guaranteed by using unmanned aerial vehicles (UAVs) as aerial base stations (BSs) to compensate the existing 5G infrastructures. In this paper, we consider a new QoI-aware mobile crowdsensing (MCS) campaign by UAVs which move around and collect data from mobile users wearing metaverse devices. Specifically, we propose 'MetaCS', a multi-agent deep reinforcement learning (MADRL) framework with improvements on a Transformer-based user mobility prediction module between regions and a relational graph learning mechanism to enable the selection of most informative partners to communicate for each UAV. Extensive results and trajectory visualizations on three real mobility datasets in NCSU, KAIST and Beijing show that MetaCS consistently outperforms six baselines in terms of overall QoI index, when varying different numbers of UAVs, throughput requirement, and AoI threshold.  © 2023 IEEE.","Mobile crowdsensing for metaverse; multi-agent deep reinforcement learning; quality-of-information; user behavior modeling","Institute of Electrical and Electronics Engineers Inc.","English","Article","Final","","Scopus","2-s2.0-85182376900"
"Mao B.; Liu Y.; Guo H.; Xun Y.; Wang J.; Liu J.; Kato N.","Mao, Bomin (57192679807); Liu, Yangbo (58335881300); Guo, Hongzhi (56446017700); Xun, Yijie (57200412132); Wang, Jiadai (57208349593); Liu, Jiajia (40461843700); Kato, Nei (7403474407)","57192679807; 58335881300; 56446017700; 57200412132; 57208349593; 40461843700; 7403474407","On a Hierarchical Content Caching and Asynchronous Updating Scheme for Non-Terrestrial Network-Assisted Connected Automated Vehicles","2025","IEEE Journal on Selected Areas in Communications","43","1","","64","74","10","18","10.1109/JSAC.2024.3460063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000389147&doi=10.1109%2fJSAC.2024.3460063&partnerID=40&md5=f2bd8add8bdbf41953b27db56fb59a31","With the advantages of seamless coverage and ubiquitous connections, Non-Terrestrial Networks (NTNs) composed of Low Earth Orbit (LEO) satellites and Unmanned Aerial Vehicles (UAVs) can provide content caching services for future Connected Automated Vehicles (CAVs) to satisfy onboard collaborative viewing, traffic sensing, and metaverse entertainments in remote areas. However, the heterogeneous caching hardware, communication environments, and frequent network dynamics make the optimization of content caching policy highly complicated. Firstly, considering all LEO satellites as caching satellites can lead to content duplication and radio interference, causing storage waste and NTN transmission quality deterioration. Secondly, how to provide customized QoS by intra-layer and inter-layer cooperative caching in such complicated environments remains an open issue. Thus, we propose a Delay-Motivated Ant Colony Optimization (DM-ACO) scheme to select caching LEO satellites with reduced system propagation delay. Then, the Multi-Agent Deep Reinforcement Learning-based Hierarchical Caching and Asynchronous Updating (MADRL-HCAU) strategy is designed to manage the caching capacity of LEO satellites and UAVs, providing customized services for CAVs and dispensing the peak traffic. Simulation results illustrate that the proposed scheme can not only effectively accelerate the caching refreshing and content downloading process but also significantly reduce the packet drop and improve the cache hit ratio. © 1983-2012 IEEE.","ant colony optimization; asynchronous updating; hierarchical caching; multi-agent deep reinforcement learning; Non-terrestrial networks","Institute of Electrical and Electronics Engineers Inc.","English","Article","Final","","Scopus","2-s2.0-86000389147"
"Kang J.; Chen J.; Xu M.; Xiong Z.; Jiao Y.; Han L.; Niyato D.; Tong Y.; Xie S.","Kang, Jiawen (55960988400); Chen, Junlong (58114654500); Xu, Minrui (57221948855); Xiong, Zehui (57201881045); Jiao, Yutao (57194324215); Han, Luchao (58876549100); Niyato, Dusit (8919714700); Tong, Yongju (58259133300); Xie, Shengli (7401936935)","55960988400; 58114654500; 57221948855; 57201881045; 57194324215; 58876549100; 8919714700; 58259133300; 7401936935","UAV-Assisted Dynamic Avatar Task Migration for Vehicular Metaverse Services: A Multi-Agent Deep Reinforcement Learning Approach","2024","IEEE/CAA Journal of Automatica Sinica","11","2","","430","445","15","26","10.1109/JAS.2023.123993","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184657888&doi=10.1109%2fJAS.2023.123993&partnerID=40&md5=3df9b32bbaac3d3366820ecbfbd1aecd","Avatars, as promising digital representations and"" service assistants of users in Metaverses, can enable drivers and"" passengers to immerse themselves in 3D virtual services and"" spaces of UAV-assisted vehicular Metaverses. However, avatar"" tasks include a multitude of human-to-avatar and avatar-toavatar"" interactive applications, e.g., augmented reality navigation,"" which consumes intensive computing resources. It is inefficient"" and impractical for vehicles to process avatar tasks locally. Fortunately,"" migrating avatar tasks to the nearest roadside units (RSU)"" or unmanned aerial vehicles (UAV) for execution is a promising"" "" solution to decrease computation overhead and reduce task processing"" latency, while the high mobility of vehicles brings challenges"" for vehicles to independently perform avatar migration"" decisions depending on current and future vehicle status. To"" address these challenges, in this paper, we propose a novel avatar"" task migration system based on multi-agent deep reinforcement"" learning (MADRL) to execute immersive vehicular avatar tasks"" dynamically. Specifically, we first formulate the problem of"" avatar task migration from vehicles to RSUs/UAVs as a partially"" observable Markov decision process that can be solved by"" MADRL algorithms. We then design the multi-agent proximal"" policy optimization (MAPPO) approach as the MADRL algorithm"" for the avatar task migration problem. To overcome slow"" convergence resulting from the curse of dimensionality and nonstationary"" issues caused by shared parameters in MAPPO, we"" further propose a transformer-based MAPPO approach via"" sequential decision-making models for the efficient representation"" of relationships among agents. Finally, to motivate terrestrial"" or non-terrestrial edge servers (e.g., RSUs or UAVs) to share"" computation resources and ensure traceability of the sharing"" records, we apply smart contracts and blockchain technologies to"" achieve secure sharing management. Numerical results demonstrate"" that the proposed approach outperforms the MAPPO"" approach by around 2% and effectively reduces approximately"" 20% of the latency of avatar task execution in UAV-assisted"" vehicular Metaverses. © 2024 Institute of Electrical and Electronics Engineers Inc.. All rights reserved.","Avatar; blockchain; metaverses; multi-agent deep reinforcement learning; transformer; UAVs","Institute of Electrical and Electronics Engineers Inc.","English","Article","Final","","Scopus","2-s2.0-85184657888"
"","","","IEEE INFOCOM 2023 - Conference on Computer Communications Workshops, INFOCOM WKSHPS 2023","2023","IEEE INFOCOM 2023 - Conference on Computer Communications Workshops, INFOCOM WKSHPS 2023","","","","","","1121","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003190406&partnerID=40&md5=52cbd140b5925cc2c84dada5fc7f50e3","The proceedings contain 197 papers. The topics discussed include: a noise-robust radio frequency fingerprint identification scheme for Internet of Things devices; 400G Ethernet packet capture demo based on network development kit for FPGAs; RIC-O: an orchestrator for the dynamic placement of a disaggregated ran intelligent controller; towards trust driven on-demand client deployment in federated learning; an efficient and secure post-quantum multi-authority ciphertext-policy attribute-based encryption method using lattice; SPELS: scalable and programmable testbed for evaluating LEO satellite swarm communications; Lyapunov meets Thompson: learning-based energy-efficient UAV communication with queuing stability constraints; multi-agent deep reinforcement learning for digital twin over 6g wireless communication in the metaverse; securing federated learning through blockchain and explainable ai for robust intrusion detection in IoT networks; and trust-aware resource management for secure and optimal network slicing in 5G mobile edge networks.","","Institute of Electrical and Electronics Engineers Inc.","English","Conference review","Final","","Scopus","2-s2.0-105003190406"
"Tsiounis K.; Kontogiannis K.","Tsiounis, Konstantinos (57841935500); Kontogiannis, Kostas (6603947582)","57841935500; 6603947582","Reputation-Based Trust Assessment of Transacting Service Components","2023","Proceedings - International Computer Software and Applications Conference","2023-June","","","711","716","5","0","10.1109/COMPSAC57700.2023.00097","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168859486&doi=10.1109%2fCOMPSAC57700.2023.00097&partnerID=40&md5=b3eff7f4df6ba9eee30f2d5b22e606cd","We witness a paradigm shift where entities such as software applications, people, businesses and service providers increasingly interact in virtual rather than physical environments, such as social media, social commerce, and the metaverses. A key issue that emerges in such environments is how one entity can trust another. Here, the concept of trust is considered as a meta-requirement, that is, the level of belief a service requestor has that a service provider will provide the service in a way that meets the requestor's expectations. We refer to the service offering entities as service providers (SPs) and the service requesting entities as service clients (SCs). In this paper, we propose a technique that allows for evaluating trust and assigning reputation to various service providers by considering first their ability to fulfill their clients' expectations or policies, and second the reputation other service clients have, when acting as recommenders for the aforementioned service providers. In this work, service clients and service providers are considered as virtual entities that coordinate with each other, and may include physical users, avatars, micro-services, software agents, smart contracts or any other distributed inter-networked resource, without making any assumptions as to what a service client or a service provider entity is as long as it participates in an interaction. © 2023 IEEE.","Distributed Components; Metaverse; Multi-agent Systems; Reputation Systems; Service-oriented Computing; Trust","IEEE Computer Society","English","Conference paper","Final","","Scopus","2-s2.0-85168859486"
"Zhao J.; Mu F.; Lyu Y.","Zhao, Jiaxin (59134990900); Mu, Fangzhou (57193889066); Lyu, Yan (56909686400)","59134990900; 57193889066; 56909686400","CollaborativeBEV: Collaborative bird eye view for reconstructing crowded environment","2024","Image and Vision Computing","147","","105060","","","","2","10.1016/j.imavis.2024.105060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193630433&doi=10.1016%2fj.imavis.2024.105060&partnerID=40&md5=197c06208904ae31276c4553ef9a8fa4","Constructing a virtual world for the Metaverse based on real-world data is crucial, yet creating virtual environments for crowded scenes poses challenges in accurately tracking individuals using egocentric wearable cameras due to occlusions caused by crowded pedestrians. To address this, we propose a collaborative perception strategy that leverages multiple agents equipped with multi-view cameras to construct an occupancy map for a crowded environment. To fuse the multi-view perceptions of multiple agents, we propose a Collaborative Bird Eye View fusion network, called CollaborativeBEV (C-BEV), in which, we leverage a depth-based BEV network as a feature extractor, and propose a feature enhancement module to improve perception fusion in overlapping area. A designed loss function is introduced to address data imbalance during training, and a BEV enhancement strategy is proposed to augment the sample pool for training the BEV decoder. Experiment on the Sean2.0 dataset demonstrates that our C-BEV method performs better than the baseline method in terms of a 5.3% IoU increase. Our code will be released on github. https://github.com/RYaNzzZ1/CollaborativeBEV. © 2024 Elsevier B.V.","3D reconstruction; Collaborative BEV; Metaverse; Occupancy map; Point cloud understanding","Elsevier Ltd","English","Article","Final","","Scopus","2-s2.0-85193630433"
