Title,Abstract,Keywords
Real-time hand interaction and self-directed machine learning agents in immersive learning environments,"Integration of extended reality (XR) in education is becoming popular to transform the traditional classroom with immersive learning environments. The adoption of immersive learning is accelerating as an innovative approach for science and engineering subjects. With new powerful interaction techniques in XR and the latest developments in artificial intelligence, interactive and self-directed learning are becoming important. However, there is a lack of research exploring these emerging technologies research with kinesthetic learning or “hands-one learning' as a pedagogical approach using real-time hand interaction and agent-guided learning in immersive environments. This paper proposes a novel approach that uses machine learning agents to facilitate interactive kinesthetic learning in science and engineering education through real-time hand interaction in the virtual world. To implement the following approach, this paper uses a chemistry-related case study and presents a usability evaluation conducted with 15 expert reviewers and 2 subject experts. NASA task load index is used for cognitive workload measurement, and the technology acceptance model is used for measuring perceived ease of use and perceived usefulness in the evaluations. The evaluation with expert reviewers proposed self-directed learning using trained agents can help in the end-user training in learning technical topics and controller-free hand interaction for kinesthetic tasks can improve hands-on learning motivation in virtual laboratories. This success points to a novel research area where agents embodied in an immersive environment using machine learning techniques can forge a new pedagogical approach where they can act as both teacher and assessor.","Mixed reality, Virtual reality, Extended reality, Technology enhanced learning, Immersive learning, XR, Learning technology"
Exploring mobility and transportation technology futures for people with ambulatory disabilities: A science fiction prototype,"Although a number of studies have explored science fiction prototyping as a method for new product development, no study has ever used the method to examine the mobility and transportation technology needs of people with disabilities. The current research created a science fiction prototype, based on expert opinion expressed during an imagination workshop, which the authors then presented to a sample of people with ambulatory disabilities. Through a conjoint analysis, the sample members delineated the elements of the prototype they regarded as most important. The participants considered personal mobility assistive technology (either an automated wheelchair or an exoskeleton) the most important, followed by personal automation (autonomous [driverless] vehicle or personal robot) and thirdly by personal assistance technologies (real-time response versus augmented metaverse planning systems). Outputs to the conjoint analysis were clustered and three categories of individual emerged (i) more innovatively minded people who occupied the first cluster and preferred an exoskeleton, a personal robot and a subscription to the metaverse, (ii) people who appeared to be less technologically inclined and preferred an automated wheelchair, an autonomous vehicle and a subscription to a real-time assistive system, and (iii) a group with members favouring an AV but with few other predilections.","Science fiction prototype, Mobility, Transport, Transportation self-efficacy, Ambulatory disability, Technology interest, Imagination workshop"
An integrated approach to Bayesian weight regulations and multitasking learning methods for generating emotion-based content in the metaverse,"This paper introduces an integrated model designed to analyze topics and sentiments in textual data simultaneously, recognizing their interdependence. By tackling challenges such as data scarcity, missing information, and biased distributions, the proposed model effectively captures the dynamic interactions between topics and sentiments within complex datasets. The method combines the use of Convolutional Neural Networks (CNN) for detecting topic-related patterns with a revised Recurrent Neural Network (RNN) to trace the emotional flow within contexts, leveraging the strengths of sequential data processing. These components are integrated within a Bayesian probability framework, modeling the conditional probabilities of sentences expressing specific sentiments and documents being associated with particular topics. The combined feature and state vectors from the CNN and revised RNN within this Bayesian setup enable precise classification and prediction of topics and sentiments. Furthermore, this paper explores innovative research avenues, including sentiment analysis in 3D virtual reality environments and the development of new algorithms that reflect content creation techniques in the metaverse, offering dynamic system construction. This integrated approach not only enhances data-driven decision-making but also unlocks new possibilities for advanced multi-text analysis.","Emotion-based Convolutional Neural Network, Recurrent Neural Network, Multitasking learning, Scarcity, Metaverse and generation"
Quantitative and qualitative analysis in urban morphology: systematic legacy and latest developments,"Urban morphology studies the physical forms of human settlements and how these change over time by the action of different processes and agents. The field of knowledge has developed several theories, concepts, and methods to describe and explain the phenomena at hands. As in many fields, urban morphology contains a few misconceptions. One of these is the idea that quantitative analysis is a feature of the present and the future, and qualitative analysis of the past. The paper addresses this fallacy. Our discussion of the main schools of thought in urban morphology and their influential researchers suggests that quantitative approaches are well rooted in it since at least the mid-twentieth century and that the dominance of quantitative or qualitative tools is subject to cycles, as it happens in other sciences. Demonstration of both statements leads to a focus on a line of approaches, historico-geographical, configurational, and lately morphometrics, which share a common interest in cross-cases regularities, hence practices of pattern recognition.","built environment, quantitative versus qualitative, town & city planning, urban form, urban morphology"
Design of an Intelligent Navigation System Integrating Reinforcement Learning and Computer Vision Algorithms,"Traditional static guidance systems have problems such as poor interactivity and low path planning efficiency. This paper designs an intelligent guidance system to achieve efficient, accurate and personalized navigation services. This paper constructs an intelligent guidance system that integrates reinforcement learning and computer vision algorithms, and adopts a multi-level architecture: the perception layer collects environmental data, the data processing layer uses YOLO and semantic segmentation to extract features, the decision layer uses deep Q network (DQN) to plan and optimize the path, and the interaction layer provides intuitive navigation and user feedback mechanism. The system effectively solves the limitations of traditional guidance systems in complex environments and improves navigation efficiency and user experience. In terms of path planning efficiency, the average path planning time of the intelligent guidance system is shorter than that of the traditional system; in terms of path navigation accuracy, the average accuracy of the intelligent guidance system reaches 99.1%, which is much higher than the 95.2% of the traditional system. These data fully prove the effectiveness of the intelligent guidance system proposed in this paper in improving the quality of navigation services and user experience.","DQN, YOLO, intelligent guidance system, reward function"
Using Web3.0 to build trust in agent-based additive manufacturing systems,"Artificial Intelligent agent (AIgent) based manufacturing systems use peer-to-peer communications to broker work, collectively maintain operational capability, and collectively learn and improve manufacturing quality. They are proving themselves to be resilient and responsive to disruption and changes in demand – key tenets of future manufacturing systems. The research to-date has assumed trust amongst AIgents, which cannot be guaranteed in decentralised distributed systems. The ability to build trust is necessary for industrial AIgent manufacturing systems. This paper starts this journey by reporting a proof-of-concept demonstrator to achieve trust amongst firm and Machine AIgents using Web3.0 technologies. A discussion highlights three research challenges that need to be addressed by the community.","Agent-Based Manufacturing Systems, Web3.0, Trust, Artificial Intelligence"
Generative AI for decision-making: A multidisciplinary perspective,"Generative artificial intelligence (GenAI) is rapidly reshaping decision-making across multiple domains, including health, law, business, education, and tourism. This study synthesizes the fragmented research on GenAI to provide a comprehensive framework for understanding its role in enhancing decision-making accuracy, efficiency, and personalization. Employing a systematic literature review and thematic analysis, this study categorizes diverse applications, from clinical diagnostics and legal reasoning to financial advisement and educational support, highlighting both innovative practices and persistent challenges. The analysis of 101 articles reveals that, while GenAI significantly improves data processing and decision support, mitigating issues such as inherent bias, misinformation, and transparency deficits requires careful attention. The integration of multi-agent frameworks and human oversight is critical for ensuring ethical and reliable outcomes. Ultimately, this synthesis highlights the transformative potential of GenAI as a decision-making tool by presenting a cross-disciplinary framework that reveals its impact and uncovers gaps across various domains. The study also advocates the development of robust regulatory and technological strategies to harness the benefits and address the limitations of GenAI.","GenAI, Decisions making, Health, Responsible AI, Ethical governance"
Pivotal role of digital twins in the metaverse: A review,"The ascent of the metaverse signifies a profound transformation in our digital landscape, ushering in a complex network of interlinked virtual domains and digital spaces. In this burgeoning metaverse, a paradigm shift is seen in how people engage, collaborate, and become immersed in digital environments. An especially intriguing concept taking root within this metaverse landscape is that of digital twins. Initially rooted in industrial and Internet of Things (IoT) contexts, digital twins are now making their mark in the metaverse, presenting opportunities to elevate user experiences, introduce novel dimensions of interaction, and seamlessly bridge the divide between the virtual and physical realms. Digital twins, conceived initially to replicate physical entities in real-time, have transcended their industrial origins in this new metaverse context. They no longer solely replicate physical objects but extend their domain to encompass digital entities, avatars, virtual environments, and users. Despite the vital contributions of digital twins in the metaverse, there has been no research that has explored the applications and scope of digital twins in the metaverse comprehensively. However, there are a few papers focusing on some particular applications. Addressing this research gap, we present an in-depth review of the pivotal role of application digital twins in the metaverse. We present 15 digital twin applications in the metaverse, ranging from simulation and training to emergency preparedness. This study outlines the critical limitations of integrating digital twins and metaverse and several future research directions.","Digital twins, Metaverse, Applications, User experience, Limitations"
Enhanced digital twins (EDTs) approach based on advanced inspection and technology adoption to achieve sustainable construction processes,"The current trend in the Architecture, Engineering, and Construction (AEC) industry is undergoing digitalisation rapidly, meeting the requirements of sustainability while increasing efficiency, reducing costs and improving decision-making. This transformation is based on the connection between the physical environment and the virtual digital systems. However, Digital Twins (DTs) can represent this connection, and despite its importance, currently DTs are hindered by several challenges related to the accuracy of data, long workflows and fragmented digital ecosystems. To this end, this study proposes an innovative approach, “Enhanced Digital Twin (EDT)”, to overcome the traditional DTs’ limitations. To achieve this, a scientometric review is conducted based on quantitative mixed methods using VOSviewer and RStudio to analyse the collected database from Scopus of 342 peer-reviewed journal articles from 2020 to 2024. This was further supported through the analysis of similar applied case studies of relevant literature based on Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA). Findings represent that EDT can offer advantages through three main categories: construction, building and human aspects. The article also outlines future research directions and highlights some key benefits and challenges. Also, this article contributes originally to the existing body of knowledge by bridging the gap between digital technology and sustainable practices through proposing a holistic framework for SDGs-based EDT in line with the United Nations Sustainable Development Goals (UN SDGs). The latter supports the implementation of the EDT, reaching the SDGs, and the engagement of stakeholders in all phases of the building life cycle.","Digital twin, Inspection, Technology, Life cycle, United Nations Sustainable Development Goals (UN SDGs), Enhanced Digital Twin (EDT)"
Towards a data fabric framework for industrial metaverse integration,"The integration of digital and physical assets in industrial settings is increasingly facilitated by the concept of the Industrial Metaverse, a unified platform that leverages advanced technologies like AR/VR/XR to create interconnected 3D environments. As industries within supply chains become more interlinked, the need for seamless integration across these digital environments becomes critical. This paper addresses the challenge of interconnecting private industrial metaverses by proposing a novel data fabric framework that supports diverse modalities, ensures privacy, and adheres to business agreements. We highlight the role of the distributed compute continuum in the framework and demonstrate its practical utility through deployments in Unity and Omniverse across various geographic locations, highlighting the need for AI-based interconnection to optimize real-time analytics and operational scalability. Our experiment shows that even transmitting a 3D patch file, which is considerably smaller than the original base file, across metaverses in different geographic locations requires substantial computational and communication resources, potentially limiting real-time collaboration between metaverses. This observation highlights the importance of AI-based interconnection in enabling a textual metaverse, where instead of transmitting 3D patch objects over the web, only a fine-grained textual description of the patch file is shared. This method allows for more efficient transmission using current networking technology. The textual metaverse is expected to employ an AI-based encoder at the source and an AI-based decoder at the destination to convert the 3D patch into text and subsequently reconstruct it back into the 3D patch.","Distributed computing continuum, Metaverse, Internet of Things, Data fabric, Industrial metaverse, 3D virtual environment, AI interconnection, Complex Event Processing, Supply chain network"
Incorporating stochasticity in demands for optimizing resource allocation in versatile edge systems devoid of layer constraints,"While stochastic demand models have been introduced to better capture resource fluctuations, each instance of problem under different architectures needs to be analyzed and solved separately with duplicated work, this limitation motivates research to develop a scalable and adaptive resource scheduling solution capable of handling edge systems with any number of layers. Fortunately, we found that this kind of stochastic scheduling problem combined with sharing has an invariant optimal substructure that is independent of the number of layers, and propose the Placement of Resource in Any layer Edge architecture (PRAE) algorithm. We find an efficient way to solve it by splitting it into multiple subproblem groups and characterizing the relationship between these subproblems as an isomorphic network. We then identify optimal conditions for subproblem groups at different layers, and quickly achieve a solution using dynamic programming. Extensive evaluations show that PRAE improves resource utilization by over 28% compared to average demand models and achieves over 98% of optimal performance across diverse scenarios, with significantly lower computational complexity.","Edge architecture, Layer limit, Layer independent solution, Stochastic demand, Isomorphic network"
Toward Human Digital Twins for Cybersecurity Simulations on the Metaverse: Ontological and Network Science Approach,"Background Cyber defense is reactive and slow. On average, the time-to-remedy is hundreds of times larger than the time-to-compromise. In response, Human Digital Twins (HDTs) offer the capability of running massive simulations across multiple domains on the Metaverse. Simulated results may predict adversaries' behaviors and tactics, leading to more proactive cyber defense strategies. However, current HDTs’ cognitive architectures are underdeveloped for such use. Objective This paper aims to make a case for extending the current digital cognitive architectures as the first step toward more robust HDTs that are suitable for realistic Metaverse cybersecurity simulations. Methods This study formally documented 108 psychology constructs and thousands of related paths based on 20 time-tested psychology theories, all of which were packaged as Cybonto—a novel ontology. Then, this study applied 20 network science centrality algorithms in ranking the Cybonto psychology constructs by their influences. Results Out of 108 psychology constructs, the top 10 are Behavior, Arousal, Goals, Perception, Self-efficacy, Circumstances, Evaluating, Behavior-Controllability, Knowledge, and Intentional Modality. In this list, only Behaviors, Goals, Perception, Evaluating, and Knowledge are parts of existing digital cognitive architectures. Notably, some of the constructs are not explicitly implemented. Early usability tests demonstrate that Cybonto can also be useful for immediate uses such as manual analysis of hackers’ behaviors and automatic analysis of behavioral cybersecurity knowledge texts. Conclusions The results call for specific extensions of current digital cognitive architectures such as explicitly implementing more refined structures of Long-term Memory and Perception, placing a stronger focus on noncognitive yet influential constructs such as Arousal, and creating new capabilities for simulating, reasoning about, and selecting circumstances.","human behavior modeling, cognitive twins, human digital twins, cybersecurity, cognitive systems, digital twins, Metaverse, artificial intelligence"
A framework for efficient cross-chain token transfers in blockchain networks,"The proliferation of blockchain technology has resulted in diverse token standards, posing challenges for compatibility, security, and performance in existing cross-chain bridges. This paper introduces a novel framework capable of concurrently facilitating fungible token exchange, as well as the processing of both individual and batch non-fungible tokens (NFTs). We deploy token bridges that meet different token standards to support cross-chain staking and unlocking of ERC20, ERC721, and ERC1155. To minimize both waiting times and handling fees, we relocate processes necessitating frequent transactions and verifications to the sidechain. Additionally, we adopt a batch-processing approach for tokens necessitating cross-chain transfers, leveraging payment channels to facilitate efficiency. The system’s reliability is upheld through the validator group. Validators acquire an initial reputation value by making deposits and enhance both their rewards and reputation by successfully completing NFT auction tasks on the sidechain. We use OpenZeppelin’s security library functions to standardize token operations, and carefully design the validator’s reward, punishment, and reputation mechanisms. Our comprehensive contract security audit and system analysis validate our solution’s effectiveness in mitigating common vulnerabilities and internal threats. Implementation and testing with Ethereum and its test network demonstrate substantial reductions in transmission time for key cross-chain token steps by nearly half. Moreover, our framework showcases efficiency and cost-effectiveness with an average gas cost of 693,379.","Blockchain technology, Token bridge, Cross-chain interoperability, Payment channel, Token standards"
Tracing the evolution of the marketing discipline through the lens of theory and Practice: A journal-centric view,"The goal of this article is two-fold: (a) trace the evolution of marketing vis-à-vis theory and practice, and (b) investigate the relative contribution of the Journal of Business Research (JBR) to this evolution vis-à-vis the top 10 marketing journals. To do this, we conduct a bibliometric analysis of articles published in JBR between 2014 and 2024 (April). For the same period, we compare the performance of JBR with that of the top ten marketing journals. Our analysis allows us to (a) extend the contributions of Kerin (1996) and Kumar (2015) in tracing the evolution of marketing by identifying the predominant metaphor of the current phase of marketing as “marketing as an intelligent agent”, (b) identify prominent areas and clusters of marketing for JBR and the top ten marketing journals, (c) recognize JBR’s approach to the nature and type of theories used in its articles, and its approach in the use of special issues as its key contributions to the evolution of marketing, and (d) ascertain that JBR’s geographic distribution of the author affiliations, its higher tolerance to newer topics, and its higher level of risk appetite in its editorial choices are critical in determining how and why JBR differs in its evolution compared to the top ten marketing journals. We conclude by discussing the study’s implications on the future of the discipline and offer a research agenda.","Marketing theory, Marketing practice, Marketing evolution, Bibliometrics, Performance analysis, Science mapping"
"An overview of Web3 technology: Infrastructure, applications, and popularity","Web3, the next generation of the Internet, represents a decentralized and democratized web. Although it has garnered significant public interest and found numerous real-world applications, there is a limited understanding of people's perceptions and experiences with Web3. In this study, we conducted an empirical study to investigate the categories of Web3 applications and their popularity, as well as the potential challenges and opportunities within this emerging landscape. Our research was carried out in two phases. In the first phase, we analyzed 200 popular Web3 projects associated with 10 leading Web3 venture capital firms. In the second phase, we collected and examined code-related data from GitHub and market-related data from blockchain browsers (e.g., Etherscan) for these projects. Our analysis revealed that the Web3 ecosystem can be categorized into two groups, i.e., Web3 infrastructure and Web3 applications, with each consisting of several subcategories or subdomains. We also gained insights into the popularity of these Web3 projects at both the code and market levels and pointed out the challenges in the Web3 ecosystem at the system, developer, and user levels, as well as the opportunities it presents. Our findings contribute to a better understanding of Web3 for researchers and developers, which in turn promotes further exploration and advancement in this innovative field.","Web3, Blockchain, Empirical study, Survey"
Utopian or dystopian? The portrayal of the metaverse in popular news on social media,"The metaverse has sparked lots of interest worldwide as many giant tech companies are pursuing this futuristic idea. However, it has not been properly studied empirically by social science scholars yet. Considering the vital role played by media frames in affecting people's attitudes and behaviors towards the technology, this study examined the framing of the metaverse in popular news across Social Network Sites (SNSs) by cluster analyzing Entman's four operational frame elements. It identified five frames: economic prospect frame, unwanted future frame, consumer prospect frame, threatening future frame, and probable future frame. Overall, findings suggest a polarized framing of the metaverse on social media. While the majority of voices about the metaverse are optimistic, there is also a strong negative and dystopian perspective in more than one third of the SNS news. This positive or negative one-sided framing of the metaverse on SNSs may therefore fragmentize and polarize the audience, rather than informing in a balanced way. Implications for future research are discussed.","Metaverse, Media framing, Technology framing, Technology communication, Technology journalism, Hierarchy cluster analysis"
Non-fungible token-enabled entrepreneurship: A conceptual framework,"Non-fungible tokens (NFTs) have taken the world by storm. Initially started as an art/game experiment, the NFT has given rise to a new form of entrepreneurship in the virtual world with massive opportunities and affordances. However, research into the entrepreneurial aspect of NFTs and the role of agency in the process is limited. In this article, I examine the concept of NFT-enabled Entrepreneurship (or NFTE). I first identify the main characteristics of NFTs, then define NFTE and discuss the related assumptions, and finally propose a conceptual framework for NFTE and investigate its enablers. I conclude by proposing NFTE as a novel domain of entrepreneurship theory and practice with extensive new research opportunities, and the plausibility of using NFT as an alternative mode of knowledge production in which scholars become “NFT creators.”","Non-fungible token, NFT, Entrepreneurship, Virtual, Enabler"
Crafting user experiences in the metaverse: A design science study,"Metaverse(s) is often referred to as a phenomenon where multiple and interconnected immersive experiences exist in parallel. It is an emerging trend and has drawn keen attention from consumers, practitioners, and scholars in various disciplines. Metaverses are likely to generate new business opportunities for firms and enable the firms to develop unique consumer experiences. However, the current stream of literature needs to focus on articulating how these user experiences can be designed. By adopting a design science research methodology, this study examines the user experiences that can be rendered in the metaverses. The study is conducted in two phases. In the first phase, based on expert interviews, we identify four distinct forms of user experiences and the vital techno-functional blocks required to realize these experiences. In the second phase, we utilize the best-worst method to evaluate the significance of each technological block in creating different metaverse-enabled experiences. This study enhances the metaverse literature by introducing a pentagonal techno-functional framework and categorizing the metaverse-enabled user experiences across the dimensions of create-ability and transact-ability.","Metaverse, Virtual worlds, Design science research methodology, User experience"
AI sensation and engagement: Unpacking the sensory experience in human-AI interaction,"Given the limited studies on AI sensation and its impact on consumer emotional response and engagement, we investigate its impact to drive engagement. Employing a mixed-methods approach, we began with a qualitative phase consisting of 68 interviews (18 healthcare employees, 37 users of Wearable Health Devices, 7 AI developers, and 6 academics). Grounded in the theories of constructed emotion and the uncanny valley, as well as insights from the qualitative phase, we developed a robust model investigating the role of AI sensation on costumer emotional responses and engagement. This was followed by a survey of 557 healthcare employees. Data analysis was conducted using SPSS for descriptive statistics and reliability assessments, and AMOS for confirmatory factor analysis to validate the robustness of our measurement models. our findings show that AI sensation can drive customer subjective feeling state and AI affects. We also found empirical evidence that both can mediate the relationship between AI sensation, customer subjective feeling state, AI affects and activation engagement. Our findings can offer valuable understanding for managers and AI developers, underscoring the important role of AI sensation for driving engagement.","AI sensation, Activation engagement, Customer sensory experience, AI empathy, AI literacy"
Machines vs. humans: The evolving role of artificial intelligence in livestreaming e-commerce,"As the capability of artificial intelligence (AI) improves, online retailers are exploring AI-based agents to communicate with viewers in live streaming, which is referred to as AI stremer. However, it is unclear where, what, and when the implementation of AI stremer is more effective than human beings in live-streaming e-commerce. To explore the dynamic interrelationships and temporal evolution between AI and human streamers and viewer engagement, this study examined the evolving role of AI streamers in live-streaming e-commerce. We utilised the linear mixed model (LMM) and the time-varying effect model (TVEM) to examine whether AI and human streamers differ in both monetary and non-monetary engagement activities. Additionally, we investigated how these differences change over time and whether such changes are consistent across different consumption contexts. The dataset consists of 924,036 products from 21,190 live streaming shows in 123 live broadcasting rooms over a period of four months was used in this study. The results suggest that AI streamers can substitute for humans in monetary activities in the context of utilitarian consumption but not in hedonic consumption. However, the substitute effect of AI may gradually diminish over time. In addition, in a hedonic context, AI exhibits an increasing effect on viewer engagement over time.","AI, Consumption type, Viewer engagement, Live streaming e-commerce, TVEM"
"The impact of metaverse for business model innovation: A review, novel insights and research directions","Digital transformation is changing the way businesses operate. Emerging technologies have the ability to impact products, processes, value chains, networks, and business models. In this panorama, metaverse offers to businesses and consumers new ways to interact with each other, toward the establishment of new virtual and interconnected spaces. Although, business have rapidaly adopted metaverse technologies for several purposes, the metaverse research field is still in its infancy, and there is a lack of understanding of meanings, purposes, and opportunities. With the aim of providing an historical overview, this study examines the role of metaverse in business model innovation, unveiling the elements introduced by this emerging technology that can affect companies' business models, the changes that metaverse generates over time in value creation and value capture actions, and the sectors most involved in this transformation. A systematic literature review with a double layer of analysis was conducted (bibliometric and content analysis). Our results reveal that over time, metaverse generated three waves of impacts on companies' business models. For each wave, the actions of value creation and capture enabled by metaverse were identified and the sectors involved in this transformation over time were summarized. Results were discussed in order to debate the capability of metaverse to generate new actions of value creation according to radical, incremental, and exaptation paths of innovation and the consequent capability to capture value among several stakeholders. Salient research gaps emerged and future research directions were proposed.","Virtual technologies, Augmented reality, Virtual communities, Business strategies, Business innovation"
Breaking into the black box of consumers’ perceptions on metaverse commerce: An integrated model of UTAUT 2 and dual-factor theory,"The advent of the metaverse has unveiled new promises for the retailing industry, yet little empirical research has explored the factors influencing consumer adoption intention in this context. This study aims to fill this gap by employing an integrated model of UTAUT 2 - “The Unified Theory of Acceptance and Use of Technology 2”, and Dual-factor Theory to investigate both barriers and enablers in metaverse commerce adoption. Using a sample size of 567 respondents, the data analysis method employed in this study is Structural Equation Modeling (SEM) with Partial Least Squares (PLS). The results reveal the driving factors affecting consumer adoption intention in metaverse commerce. The study identifies perceived technological, regulatory, and cyber risks as significant barriers to consumer adoption intention in metaverse commerce. Conversely, the findings highlight the importance of performance and effort expectancy, perceived herd behaviour, hedonic motivation, and consumer innovativeness as key enablers driving consumer adoption intention in metaverse commerce. Interestingly, subjective norms were found to have an insignificant effect in this context. This research contributes to understanding consumer behaviour in the emerging field of metaverse commerce and provides valuable insights for practitioners and policymakers. The identified barriers and enablers can guide strategic decision-making, allowing businesses to address consumer concerns and capitalize on the factors that drive adoption intention in this novel environment. Future research avenues could explore additional factors and delve deeper into the dynamics of consumer behaviour within the metaverse.","Metaverse commerce, Metaverse, Dual-factor theory, UTAUT 2, regulatory uncertainty"
Exploring the affective and cognitive dimensions of customer stickiness in deepfake platforms through the theoretical lens of attachment,"This study aims to understand how deepfakes affect customer stickiness, which characterizes the degree of customer retention on an online retail platform like Metaverse. Metaverse retail platforms can offer deepfake marketing to give customers an innovative buying experience. The study, built on the attachment theory and socio-technological approach, empirically evaluated affective and cognitive responses from 278 metaverse platform users using structural equation modelling. The results show that the technology factors, namely synchronicity, vicarious expression, and security and privacy, impacted platform attachment. The social factor, deepfakes interaction, impacted emotional attachment to deepfakes. The other social factors, deepfakes' familiarity and reputation, did not affect emotional attachment to Deepfakes' content. This study advances the literature on attachment theory and offers practical recommendations for retailers intending to explore deepfake usage on metaverse platforms. Our study proposes strategies for enhancing customers' attachment to retail brands through deepfakes and emphasizes the critical factors influencing customer retention in the context of metaverse retail.","Deepfakes, Metaverse retail platform, Customer retention, Attachment theory, Customer stickiness, Socio-technological factors"
A robust control framework for multi-agent systems under Byzantine attacks using hybrid event-triggered techniques,"This paper addresses the shortcomings of existing leader-following consensus approaches in multi-agent systems, particularly their vulnerability to Byzantine attacks and inefficiencies in communication and control updates. Current methods often struggle to handle sensor and actuator disruptions from Byzantine agents and suffer from excessive controller updates, which lead to communication overhead and the potential for Zeno behavior. To tackle these challenges, we introduce the Hybrid Dynamic Event-Triggered Mechanism (HDETM), designed to minimize unnecessary agent interaction and reduce the frequency of controller updates while maintaining system robustness. By employing regularization techniques that ensure a positive inter-event time, our approach eliminates the risk of Zeno behavior. Additionally, the framework integrates auxiliary variables to capture both flow and jump dynamics, and through Lyapunov consensus analysis, we establish L2 stability with finite gain, ensuring system resilience under Byzantine attacks. This research demonstrates that HDETM optimizes communication efficiency and enhances the system's ability to withstand Byzantine disruptions. Extensive numerical simulations validate the effectiveness of the proposed methodology in achieving robust consensus, highlighting its superiority over existing approaches.","Multi-agent systems, Consensus, Byzantine attacks, Hybrid dynamic event-triggered mechanism (HDETM), Interaction between agents, System stability"
A Comprehensive Study of Resource Provisioning and Optimization in Edge Computing,"Efficient resource provisioning, allocation, and computation offloading are critical to realizing low-latency, scalable, and energy-efficient applications in cloud, fog, and edge computing. Despite its importance, integrating Software Defined Networks (SDN) for enhancing resource orchestration, task scheduling, and traffic management remains a relatively underexplored area with significant innovation potential. This paper provides a comprehensive review of existing mechanisms, categorizing resource provisioning approaches into static, dynamic, and user-centric models, while examining applications across domains such as IoT, healthcare, and autonomous systems. The survey highlights challenges such as scalability, interoperability, and security in managing dynamic and heterogeneous infrastructures. This exclusive research evaluates how SDN enables adaptive policy-based handling of distributed resources through advanced orchestration processes. Furthermore, proposes future directions, including AI-driven optimization techniques and hybrid orchestration models. By addressing these emerging opportunities, this work serves as a foundational reference for advancing resource management strategies in next-generation cloud, fog, and edge computing ecosystems. This survey concludes that SDN-enabled computing environments find essential guidance in addressing upcoming management opportunities.","Cloud computing, edge computing, fog computing, resource provisioning, resource allocation, computation offloading, optimization techniques, software defined network"
"Neuroscience in business-to-business marketing research: A literature review, co-citation analysis and research agenda","Neuroscience has led the way in bridging the gap between the social and natural sciences. The ongoing transformations in the business landscape have brought human-machine interaction and multi-agent systems to the forefront. This underscores the importance of theories that bridge the gap between human brain processes and business-to-business marketing practices. Despite the potential of neuroscience in business-to-business marketing, such interdisciplinary research is extensively lacking. This paper employs systematic literature reviews and co-citation analyses to: a) establish the absence of business-to-business marketing–neuroscience research; b) investigate the ways in which the broader business and management discipline has bridged with neuroscience to inspire such integration between business-to-business marketing and neuroscience; c) describe bridging approaches; and d) propose a research agenda for business-to-business marketing. The co-citation analyses show that the business and management discipline has focused on the ‘within-brain’ or behavioural aspects of neuroscience. In addition, the discipline has continually integrated new neuroscience insights or increasingly developed theories that are internalised within the discipline, independent of neuroscience. The paper's main contributions are the reviews and co-citation analyses, as well as an account of bridging in interdisciplinary research. Furthermore, the proposed research agenda enhances our understanding of the potential of neuroscience in business-to-business marketing.","Artificial intelligence, Business-to-business marketing, Co-citation analysis, Neuroscience, Research agenda, Systematic review"
Towards parallel Metaverse: symbiosis of physical and virtual worlds based on Cybertwin-enabled 6G,"Metaverse, envisioned as the next evolution of the Internet, is expected to evolve into an innovative medium advancing information civilization. Its core characteristics, including ubiquity, seamlessness, immersion, interoperability and metaspatiotemporality, are catalyzing the development of multiple technologies and fostering a convergence between the physical and virtual worlds. Despite its potential, the critical concept of symbiosis, which involves the synchronous generation and management of virtuality from reality and serves as the cornerstone of this convergence, is often overlooked. Additionally, cumbersome service designs, stemming from the intricate interplay of various technologies and inefficient resource utilization, are impeding an ideal Metaverse ecosystem. To address these challenges, we propose a bi-model Parallel Symbiotic Metaverse (PSM) system, engineered with a Cybertwin-enabled 6G framework where Cybertwins mirror Sensing Devices (SDs) and serve a bridging role as autonomous agents. Based on this framework, the system is structured into two models. In the queue model, SDs capture environmental data that Cybertwins then coordinate and schedule. In the service model, Cybertwins manage service requests and collaborate with SDs to make responsive decisions. We incorporate two algorithms to address resource scheduling and virtual service responses, showcasing the synergistic role of Cybertwins. Moreover, our PSM system advocates for the participation of SDs from collaborators, enhancing performance while reducing operational costs for Virtual Service Operator (VSO). Finally, we comparatively analyze the efficiency and complexity of the proposed algorithms, and demonstrate the efficacy of the PSM system across multiple performance indicators. The results indicate our system can be deployed cost-effectively with Cybertwin-enabled 6G.","Metaverse, Cybertwin-enabled 6G, Internet of Things (IoT), Multiple-access Edge Computing (MEC), Symbiosis of physical and virtual worlds"
